method;startTime;endTime;currency;asset;candleSize;historySize;PPR_available.bellowMax;PPR_available.upperMin;trades;market;relativeProfit;startBalance;startPrice;endPrice;balance;profit;relativeResult;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.96;1.05;28;45.1775;20.1307;8.04482173;8.04482173;371.49;169.9923714741;161.9475497441;-201.4976;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.96;1.06;26;45.1775;18.4750;8.04482173;8.04482173;371.49;156.67268668170001;148.62786495170002;-214.8173;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.96;1.07;26;45.1775;18.4365;8.04482173;8.04482173;371.49;156.3629383197;148.3181165897;-215.1271;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.95;1.01;44;45.1775;21.5455;8.04482173;8.04482173;371.49;181.37489194230002;173.33007021230003;-190.1151;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.95;1.02;24;45.1775;25.6196;8.04482173;8.04482173;371.49;214.1501024187;206.1052806887;-157.3399;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.95;1.03;26;45.1775;29.8358;8.04482173;8.04482173;371.49;248.06848792739999;240.0236661974;-123.4215;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.95;1.04;26;45.1775;28.6899;8.04482173;8.04482173;371.49;238.8502942035;230.8054724735;-132.6397;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.95;1.05;26;45.1775;20.8921;8.04482173;8.04482173;371.49;176.1177363477;168.0729146177;-195.3723;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.95;1.06;22;45.1775;19.0400;8.04482173;8.04482173;371.49;161.2179374148;153.1731156848;-210.2721;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.95;1.07;22;45.1775;19.0003;8.04482173;8.04482173;371.49;160.8992138544;152.8543921244;-210.5908;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.94;1.01;38;45.1775;23.3847;8.04482173;8.04482173;371.49;196.17086685;188.12604512000001;-175.3191;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.94;1.02;24;45.1775;31.5673;8.04482173;8.04482173;371.49;261.9983710491;253.9535493191;-109.4916;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.94;1.03;24;45.1775;30.5338;8.04482173;8.04482173;371.49;253.68387132900003;245.63904959900003;-117.8061;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.94;1.04;24;45.1775;29.3620;8.04482173;8.04482173;371.49;244.25701910190003;236.21219737190003;-127.2330;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.94;1.05;24;45.1775;22.3883;8.04482173;8.04482173;371.49;188.1549262131;180.1101044831;-183.3351;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.94;1.06;20;45.1775;20.4096;8.04482173;8.04482173;371.49;172.2367728879;164.1919511579;-199.2532;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.94;1.07;20;45.1775;20.9726;8.04482173;8.04482173;371.49;176.7656632014;168.7208414714;-194.7243;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.9299999999999999;1.01;36;45.1775;25.1646;8.04482173;8.04482173;371.49;210.4893136521;202.4444919221;-161.0007;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.9299999999999999;1.02;24;45.1775;33.9063;8.04482173;8.04482173;371.49;280.8153054231;272.7704836931;-90.6747;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.9299999999999999;1.03;22;45.1775;33.6371;8.04482173;8.04482173;371.49;278.6494295655;270.60460783549996;-92.8406;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.9299999999999999;1.04;22;45.1775;32.3500;8.04482173;8.04482173;371.49;268.294870221;260.250048491;-103.1951;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.9299999999999999;1.05;22;45.1775;24.6900;8.04482173;8.04482173;371.49;206.6716409436;198.62681921360002;-164.8184;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.9299999999999999;1.06;20;45.1775;23.7411;8.04482173;8.04482173;371.49;199.03768489920003;190.99286316920004;-172.4523;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;ETH;1440;1;0.9299999999999999;1.07;20;45.1775;24.3917;8.04482173;8.04482173;371.49;204.2712991725;196.2264774425;-167.2187;
