method;startTime;endTime;currency;asset;candleSize;historySize;PPR_available.bellowMax;PPR_available.upperMin;trades;market;relativeProfit;startBalance;startPrice;endPrice;balance;profit;relativeResult;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;LTC;60;1;0.99;1.01;136;13.6023;4.4385;4.35;4.35;63.51991313;23.657422506846856;19.307422506846855;-39.8625;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;LTC;60;1;0.99;1.02;130;13.6023;3.0349;4.35;4.35;63.51991313;17.551866860020787;13.201866860020788;-45.9680;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;LTC;60;1;0.99;1.03;117;13.6023;2.5589;4.35;4.35;63.51991313;15.48101804;11.13101804;-48.0389;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;LTC;60;1;0.99;1.04;103;13.6023;3.9717;4.35;4.35;63.51991313;21.62669655;17.276696549999997;-41.8932;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;LTC;60;1;0.99;1.05;93;13.6023;5.6539;4.35;4.35;63.51991313;28.94434476;24.59434476;-34.5756;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;LTC;60;1;0.99;1.06;83;13.6023;7.9964;4.35;4.35;63.51991313;39.13441438;34.78441438;-24.3855;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;LTC;60;1;0.99;1.07;79;13.6023;5.1147;4.35;4.35;63.51991313;26.59878612;22.24878612;-36.9211;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;LTC;60;1;0.98;1.01;114;13.6023;4.7858;4.35;4.35;63.51991313;25.168258250223925;20.818258250223927;-38.3517;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;LTC;60;1;0.98;1.02;102;13.6023;5.5081;4.35;4.35;63.51991313;28.310404145016946;23.960404145016945;-35.2095;
"PPR_available";"2017-01-01 00:00:00";"2017-08-30 00:00:00";USDT;LTC;60;1;0.98;1.03;90;13.6023;5.6436;4.35;4.35;63.51991313;28.89984543649549;24.549845436495488;-34.6201;
